jobs,salary_in_usd,experience_level,employment_type,work_setting,company_location,company_size
Data Engineering,133832,Senior,Full-time,In-person,United States,M
Data Science and Research,216100,Senior,Full-time,In-person,United States,M
Data Science and Research,140800,Senior,Full-time,In-person,United States,M
Data Science and Research,110000,Entry-level,Full-time,Hybrid,United States,S
Data Engineering,284000,Executive,Full-time,Remote,United States,M
Data Engineering,236000,Executive,Full-time,Remote,United States,M
Data Science and Research,155850,Senior,Full-time,In-person,United States,M
Data Science and Research,102544,Senior,Full-time,In-person,United States,M
Data Science and Research,151410,Mid-level,Full-time,Remote,United States,M
Data Science and Research,115360,Mid-level,Full-time,Remote,United States,M
Data Science and Research,180000,Entry-level,Full-time,Remote,United States,M
Leadership and Management,155000,Executive,Full-time,In-person,United States,M
Leadership and Management,204500,Senior,Full-time,In-person,United States,M
Leadership and Management,138900,Senior,Full-time,In-person,United States,M
Machine Learning and AI,110000,Mid-level,Full-time,Remote,United States,L
Data Engineering,182750,Senior,Full-time,Remote,United States,M
Data Engineering,137500,Senior,Full-time,In-person,United States,M
Data Science and Research,195800,Executive,Full-time,In-person,United States,M
Data Science and Research,165000,Senior,Full-time,Remote,United States,M
Data Science and Research,144000,Senior,Full-time,Remote,United States,M
BI and Visualization,160000,Entry-level,Full-time,In-person,United States,M
BI and Visualization,100000,Entry-level,Full-time,In-person,United States,M
Leadership and Management,199000,Senior,Full-time,In-person,United States,M
Leadership and Management,112000,Senior,Full-time,In-person,United States,M
Data Engineering,160000,Entry-level,Full-time,In-person,United States,M
Data Engineering,135000,Entry-level,Full-time,In-person,United States,M
Data Science and Research,183000,Senior,Full-time,In-person,United States,M
Data Science and Research,262500,Senior,Full-time,In-person,United States,L
Data Analysis,122000,Senior,Full-time,In-person,United States,M
Data Science and Research,158677,Senior,Full-time,Remote,United States,M
Data Analysis,103200,Mid-level,Full-time,In-person,United States,M
Data Analysis,61200,Mid-level,Full-time,In-person,United States,M
Data Science and Research,155000,Mid-level,Full-time,Remote,United States,L
Data Architecture and Modeling,174500,Senior,Full-time,In-person,United States,M
Data Architecture and Modeling,113000,Senior,Full-time,In-person,United States,M
Data Analysis,87000,Senior,Full-time,Remote,United States,M
Data Analysis,108000,Senior,Full-time,Remote,United States,M
Data Engineering,107250,Senior,Full-time,Remote,United States,M
Data Engineering,119000,Senior,Full-time,In-person,United States,M
Data Science and Research,285800,Senior,Full-time,Remote,United States,M
Data Science and Research,154600,Senior,Full-time,Remote,United States,M
Data Analysis,30000,Entry-level,Full-time,Remote,United States,S
Data Science and Research,195000,Mid-level,Full-time,In-person,United States,M
Leadership and Management,168400,Senior,Full-time,In-person,United States,M
Leadership and Management,200000,Senior,Full-time,Remote,United States,M
Data Engineering,90000,Senior,Full-time,Remote,United States,M
Data Science and Research,124234,Entry-level,Full-time,In-person,United States,M
Data Science and Research,74540,Entry-level,Full-time,In-person,United States,M
Data Analysis,109000,Mid-level,Full-time,In-person,United States,M
Data Analysis,125600,Senior,Full-time,Remote,United States,M
Data Analysis,141290,Senior,Full-time,In-person,United States,M
Data Analysis,74178,Senior,Full-time,In-person,United States,M
Data Engineering,107500,Senior,Full-time,Remote,United States,M
Data Analysis,52500,Mid-level,Full-time,In-person,United States,M
Data Science and Research,84000,Senior,Full-time,Remote,United States,M
Machine Learning and AI,135000,Senior,Full-time,In-person,United States,M
Data Analysis,48000,Entry-level,Full-time,Hybrid,United States,L
Machine Learning and AI,200000,Senior,Full-time,Remote,United States,S
Data Science and Research,257000,Senior,Full-time,In-person,United States,M
Data Science and Research,183310,Mid-level,Full-time,In-person,United States,M
Data Analysis,102500,Senior,Full-time,Remote,United States,M
Data Science and Research,94000,Senior,Full-time,In-person,United States,M
Data Science and Research,182000,Senior,Full-time,In-person,United States,M
Data Science and Research,300000,Executive,Full-time,In-person,United States,M
Data Analysis,105500,Mid-level,Full-time,In-person,United States,M
Data Science and Research,110000,Mid-level,Full-time,Remote,United States,L
Data Science and Research,153400,Senior,Full-time,In-person,United States,M
Data Science and Research,122700,Senior,Full-time,In-person,United States,M
Machine Learning and AI,87000,Mid-level,Full-time,In-person,United States,M
Data Science and Research,50000,Entry-level,Full-time,Remote,United States,M
Machine Learning and AI,234100,Senior,Full-time,Remote,United States,M
Machine Learning and AI,203500,Senior,Full-time,Remote,United States,M
Data Engineering,232200,Senior,Full-time,Remote,United States,M
Data Engineering,167200,Senior,Full-time,Remote,United States,M
BI and Visualization,197000,Senior,Full-time,In-person,United States,M
BI and Visualization,106000,Senior,Full-time,In-person,United States,M
Leadership and Management,225000,Senior,Full-time,In-person,United States,M
Leadership and Management,200000,Senior,Full-time,In-person,United States,M
Data Engineering,114000,Senior,Full-time,Remote,United States,M
Data Engineering,291500,Senior,Full-time,In-person,United States,M
Data Engineering,196200,Executive,Full-time,In-person,United States,M
Data Engineering,150900,Executive,Full-time,In-person,United States,M
Data Analysis,116000,Mid-level,Full-time,In-person,United States,M
Data Analysis,72000,Mid-level,Full-time,In-person,United States,M
Leadership and Management,207000,Senior,Full-time,In-person,United States,M
Leadership and Management,167000,Senior,Full-time,In-person,United States,M
Data Engineering,133800,Senior,Full-time,Remote,United States,M
Data Engineering,96100,Senior,Full-time,Remote,United States,M
Cloud and Database,140000,Senior,Full-time,Remote,United States,M
Cloud and Database,115000,Senior,Full-time,Remote,United States,M
Machine Learning and AI,219000,Mid-level,Full-time,Hybrid,United States,L
Data Science and Research,126100,Senior,Full-time,In-person,United States,L
Data Science and Research,72000,Senior,Full-time,In-person,United States,L
Machine Learning and AI,175000,Mid-level,Full-time,Remote,United States,M
Data Analysis,240500,Senior,Full-time,In-person,United States,M
Data Analysis,137500,Senior,Full-time,In-person,United States,M
Data Science and Research,187500,Mid-level,Full-time,In-person,United States,M
Data Science and Research,165000,Mid-level,Full-time,In-person,United States,M
Data Analysis,25216,Entry-level,Part-time,Remote,United States,L
Data Science and Research,165750,Senior,Full-time,In-person,United States,M
Machine Learning and AI,165750,Senior,Full-time,Remote,United States,M
Data Science and Research,115000,Senior,Full-time,Remote,United States,M
Data Engineering,175308,Senior,Full-time,In-person,United States,M
Data Engineering,100706,Senior,Full-time,In-person,United States,M
Data Engineering,231250,Senior,Full-time,Remote,United States,M
Data Engineering,138750,Senior,Full-time,Remote,United States,M
Machine Learning and AI,150000,Entry-level,Full-time,In-person,United States,M
Machine Learning and AI,120000,Entry-level,Full-time,In-person,United States,M
Data Science and Research,272550,Senior,Full-time,In-person,United States,M
Data Science and Research,198200,Senior,Full-time,In-person,United States,M
Data Engineering,187500,Senior,Full-time,Remote,United States,M
Data Analysis,155000,Senior,Full-time,Remote,United States,M
Data Analysis,64000,Senior,Full-time,Remote,United States,M
Data Science and Research,142000,Senior,Full-time,Remote,United States,M
Data Science and Research,180560,Senior,Full-time,In-person,United States,M
Data Science and Research,115440,Senior,Full-time,In-person,United States,M
Data Engineering,141600,Senior,Full-time,In-person,United States,M
Data Engineering,128000,Senior,Full-time,Remote,United States,M
Data Engineering,236000,Senior,Full-time,Remote,United States,M
Data Science and Research,130000,Entry-level,Full-time,In-person,United States,M
Leadership and Management,125000,Senior,Full-time,Remote,United States,L
Data Science and Research,94500,Senior,Full-time,In-person,United States,M
Data Science and Research,127500,Mid-level,Full-time,Remote,United States,M
Data Science and Research,126500,Senior,Full-time,Remote,United States,M
Data Science and Research,51000,Senior,Full-time,Remote,United States,M
Data Science and Research,272550,Senior,Full-time,Remote,United States,M
Data Engineering,216000,Senior,Full-time,Remote,United States,M
Data Analysis,149000,Senior,Full-time,Remote,United States,M
Data Analysis,119000,Senior,Full-time,Remote,United States,M
Machine Learning and AI,246000,Senior,Full-time,Remote,United States,M
Machine Learning and AI,201000,Senior,Full-time,Remote,United States,M
Machine Learning and AI,185000,Senior,Full-time,Remote,United States,M
Cloud and Database,190000,Senior,Full-time,Remote,United States,M
Cloud and Database,160000,Senior,Full-time,Remote,United States,M
Data Analysis,100000,Entry-level,Full-time,Remote,United States,M
Data Engineering,115000,Mid-level,Full-time,In-person,United States,M
Data Science and Research,249500,Senior,Full-time,In-person,United States,M
Data Science and Research,149850,Senior,Full-time,In-person,United States,M
Leadership and Management,122500,Mid-level,Full-time,Remote,United States,M
Leadership and Management,100000,Mid-level,Full-time,Remote,United States,M
Data Science and Research,182750,Senior,Full-time,Remote,United States,M
Data Science and Research,161500,Senior,Full-time,Remote,United States,M
Data Analysis,102640,Mid-level,Full-time,Remote,United States,M
Data Analysis,66100,Mid-level,Full-time,Remote,United States,M
Data Engineering,198800,Senior,Full-time,In-person,United States,M
Data Engineering,122600,Senior,Full-time,In-person,United States,M
Data Engineering,80000,Mid-level,Full-time,Remote,United States,M
Data Science and Research,159000,Executive,Full-time,Remote,United States,M
Data Science and Research,130000,Executive,Full-time,Remote,United States,M
Data Engineering,153000,Mid-level,Full-time,Remote,United States,M
Data Analysis,166700,Senior,Full-time,In-person,United States,M
Data Analysis,119000,Senior,Full-time,In-person,United States,M
Data Architecture and Modeling,190000,Senior,Full-time,Remote,United States,M
Machine Learning and AI,190000,Senior,Full-time,Remote,United States,L
Data Engineering,194000,Senior,Full-time,Remote,United States,M
Data Engineering,129400,Senior,Full-time,Remote,United States,M
Data Analysis,201000,Senior,Full-time,Remote,United States,M
Data Analysis,89200,Senior,Full-time,Remote,United States,M
Machine Learning and AI,130000,Mid-level,Full-time,Remote,United States,M
Data Engineering,152500,Senior,Full-time,In-person,United States,M
Data Engineering,178750,Senior,Full-time,In-person,United States,M
Data Science and Research,95000,Senior,Full-time,In-person,United States,M
Data Engineering,197430,Senior,Full-time,Remote,United States,M
Data Engineering,134760,Senior,Full-time,Remote,United States,M
Data Engineering,197000,Senior,Full-time,In-person,United States,M
Data Analysis,115000,Senior,Full-time,Remote,United States,S
Leadership and Management,50000,Entry-level,Freelance,Remote,United States,S
Data Engineering,230000,Senior,Full-time,Remote,United States,M
Data Engineering,154600,Senior,Full-time,Remote,United States,M
Data Engineering,213000,Senior,Full-time,In-person,United States,M
Data Engineering,152000,Senior,Full-time,In-person,United States,M
Data Science and Research,110000,Senior,Full-time,In-person,United States,M
Machine Learning and AI,243000,Senior,Full-time,Remote,United States,M
Machine Learning and AI,183000,Senior,Full-time,Remote,United States,M
Data Analysis,96000,Senior,Full-time,Remote,United States,M
Machine Learning and AI,189750,Entry-level,Full-time,In-person,United States,M
Machine Learning and AI,140250,Entry-level,Full-time,In-person,United States,M
Data Engineering,191200,Senior,Full-time,In-person,United States,M
Data Engineering,230000,Senior,Full-time,In-person,United States,L
Data Engineering,154600,Senior,Full-time,In-person,United States,L
Data Analysis,80000,Mid-level,Full-time,Remote,United States,L
Leadership and Management,135000,Senior,Full-time,In-person,United States,M
Leadership and Management,110000,Senior,Full-time,In-person,United States,M
Data Engineering,205000,Senior,Full-time,Remote,United States,M
Data Engineering,179500,Senior,Full-time,In-person,United States,M
Data Engineering,134000,Senior,Full-time,In-person,United States,M
Data Architecture and Modeling,235000,Senior,Full-time,Remote,United States,M
Data Management and Strategy,165000,Mid-level,Full-time,In-person,United States,M
Data Management and Strategy,135000,Mid-level,Full-time,In-person,United States,M
Data Science and Research,148000,Senior,Full-time,Remote,United States,M
Data Science and Research,107000,Senior,Full-time,Remote,United States,M
Data Engineering,161000,Mid-level,Full-time,Remote,United States,M
Data Engineering,118000,Mid-level,Full-time,Remote,United States,M
Data Analysis,177000,Senior,Full-time,In-person,United States,M
Data Engineering,80000,Mid-level,Full-time,In-person,United States,M
Data Engineering,175000,Mid-level,Full-time,Remote,United States,M
Data Science and Research,80000,Entry-level,Full-time,In-person,United States,M
Leadership and Management,193750,Senior,Full-time,Remote,United States,M
Leadership and Management,116250,Senior,Full-time,Remote,United States,M
Data Engineering,193750,Senior,Full-time,Remote,United States,M
Data Engineering,116250,Senior,Full-time,Remote,United States,M
Data Science and Research,208000,Senior,Full-time,Remote,United States,M
Data Science and Research,300000,Senior,Full-time,Remote,United States,M
Data Science and Research,140700,Senior,Full-time,In-person,United States,M
Data Science and Research,93800,Senior,Full-time,In-person,United States,M
Machine Learning and AI,201000,Senior,Full-time,In-person,United States,M
Data Analysis,154560,Senior,Full-time,In-person,United States,M
Data Analysis,123648,Senior,Full-time,In-person,United States,M
Data Engineering,170000,Mid-level,Full-time,In-person,United States,M
Data Science and Research,177500,Senior,Full-time,Remote,United States,M
Data Architecture and Modeling,192564,Senior,Full-time,Remote,United States,M
Data Engineering,179305,Senior,Full-time,Remote,United States,M
Data Engineering,142127,Senior,Full-time,Remote,United States,M
Data Science and Research,243900,Senior,Full-time,Remote,United States,M
Data Science and Research,156600,Senior,Full-time,Remote,United States,M
Data Engineering,182500,Senior,Full-time,Remote,United States,M
Data Engineering,128500,Senior,Full-time,Remote,United States,M
Leadership and Management,77300,Entry-level,Full-time,Remote,United States,M
Leadership and Management,45600,Entry-level,Full-time,Remote,United States,M
Data Architecture and Modeling,136000,Senior,Full-time,Remote,United States,M
Data Engineering,247500,Senior,Full-time,In-person,United States,M
Data Engineering,172200,Senior,Full-time,In-person,United States,M
Data Engineering,184100,Senior,Full-time,In-person,United States,M
Data Science and Research,85000,Mid-level,Full-time,Remote,United States,M
Data Science and Research,78000,Mid-level,Full-time,Remote,United States,M
Leadership and Management,205000,Executive,Full-time,In-person,United States,M
Leadership and Management,160000,Executive,Full-time,In-person,United States,M
Data Science and Research,198440,Senior,Full-time,In-person,United States,L
Data Science and Research,144000,Senior,Full-time,In-person,United States,L
Data Science and Research,198440,Senior,Full-time,In-person,United States,M
Data Analysis,64000,Entry-level,Full-time,Remote,United States,L
Data Analysis,127000,Senior,Full-time,In-person,United States,M
Data Engineering,275000,Senior,Full-time,Remote,United States,M
Data Science and Research,159699,Senior,Full-time,In-person,United States,M
Data Science and Research,138938,Senior,Full-time,In-person,United States,M
BI and Visualization,76000,Entry-level,Full-time,Hybrid,United States,L
Data Science and Research,240000,Mid-level,Full-time,Remote,United States,M
Data Analysis,125404,Entry-level,Part-time,Hybrid,United States,S
Data Quality and Operations,123000,Senior,Full-time,In-person,United States,M
Data Quality and Operations,92250,Senior,Full-time,In-person,United States,M
Data Engineering,97000,Senior,Full-time,Remote,United States,M
Leadership and Management,157000,Executive,Full-time,Remote,United States,M
Data Architecture and Modeling,81500,Senior,Full-time,In-person,United States,M
Data Quality and Operations,105000,Senior,Full-time,In-person,United States,M
Data Quality and Operations,70000,Senior,Full-time,In-person,United States,M
Data Science and Research,122500,Senior,Full-time,In-person,United States,M
Data Engineering,171000,Senior,Full-time,In-person,United States,M
Data Engineering,117000,Senior,Full-time,In-person,United States,M
Data Science and Research,202800,Senior,Full-time,In-person,United States,L
Data Science and Research,104300,Senior,Full-time,In-person,United States,L
Data Architecture and Modeling,230400,Senior,Full-time,In-person,United States,M
Data Analysis,175950,Senior,Full-time,Remote,United States,M
Data Analysis,130050,Senior,Full-time,Remote,United States,M
Data Analysis,236600,Senior,Full-time,Remote,United States,M
Data Science and Research,80000,Entry-level,Full-time,Remote,United States,L
Data Science and Research,165000,Senior,Full-time,Hybrid,United States,S
Machine Learning and AI,108000,Entry-level,Full-time,In-person,United States,S
Data Science and Research,38000,Senior,Full-time,Remote,United States,M
Data Science and Research,153600,Senior,Full-time,Remote,United States,M
Data Science and Research,106800,Senior,Full-time,Remote,United States,M
Data Science and Research,50000,Senior,Full-time,Remote,United States,M
Data Science and Research,123400,Senior,Full-time,In-person,United States,M
Data Science and Research,88100,Senior,Full-time,In-person,United States,M
Data Science and Research,120000,Senior,Full-time,Remote,United States,S
Data Science and Research,55000,Senior,Full-time,Remote,United States,S
Data Engineering,50000,Senior,Full-time,Remote,United States,M
Machine Learning and AI,148500,Mid-level,Full-time,Remote,United States,L
Machine Learning and AI,98200,Mid-level,Full-time,Remote,United States,L
Data Architecture and Modeling,225000,Senior,Full-time,Remote,United States,M
Data Architecture and Modeling,66000,Senior,Full-time,Remote,United States,M
Leadership and Management,134000,Mid-level,Full-time,In-person,United States,M
Leadership and Management,98000,Mid-level,Full-time,In-person,United States,M
Data Analysis,62000,Mid-level,Full-time,In-person,United States,M
Data Analysis,57000,Entry-level,Full-time,Remote,United States,L
Data Science and Research,144200,Mid-level,Full-time,Remote,United States,M
Data Science and Research,108000,Mid-level,Full-time,Hybrid,United States,L
Data Engineering,188700,Senior,Full-time,Remote,United States,M
Data Engineering,160395,Senior,Full-time,Remote,United States,M
Data Science and Research,198440,Senior,Full-time,Remote,United States,M
Data Science and Research,191475,Senior,Full-time,Remote,United States,M
Data Science and Research,141525,Senior,Full-time,Remote,United States,M
Data Science and Research,156868,Senior,Full-time,Remote,United States,L
Data Analysis,90000,Senior,Contract,Remote,United States,M
Leadership and Management,108000,Mid-level,Full-time,Remote,United States,M
Leadership and Management,85000,Mid-level,Full-time,Remote,United States,M
Leadership and Management,135000,Mid-level,Full-time,Remote,United States,L
Data Engineering,178800,Senior,Full-time,Remote,United States,L
Data Engineering,132100,Senior,Full-time,Remote,United States,L
Data Analysis,20000,Entry-level,Full-time,Hybrid,United States,M
Data Engineering,187200,Executive,Full-time,Remote,United States,M
Data Engineering,116100,Executive,Full-time,Remote,United States,M
Data Engineering,229998,Senior,Full-time,In-person,United States,L
Data Engineering,154545,Senior,Full-time,In-person,United States,L
Data Science and Research,215000,Senior,Full-time,In-person,United States,L
Data Science and Research,159000,Senior,Full-time,In-person,United States,L
Machine Learning and AI,50000,Entry-level,Full-time,Remote,United States,M
Data Science and Research,183000,Senior,Full-time,Remote,United States,L
Data Analysis,99750,Senior,Full-time,Remote,United States,M
Data Analysis,68400,Senior,Full-time,Remote,United States,M
Data Science and Research,236900,Senior,Full-time,Remote,United States,L
Data Science and Research,159200,Senior,Full-time,Remote,United States,L
Data Science and Research,243225,Senior,Full-time,Remote,United States,M
Data Science and Research,179775,Senior,Full-time,Remote,United States,M
Data Science and Research,145300,Senior,Full-time,In-person,United States,M
Machine Learning and AI,195400,Senior,Full-time,Remote,United States,L
Machine Learning and AI,131300,Senior,Full-time,Remote,United States,L
Data Management and Strategy,105000,Entry-level,Full-time,Remote,United States,L
Data Analysis,99000,Senior,Full-time,In-person,United States,M
Data Engineering,195700,Senior,Full-time,In-person,United States,M
Data Engineering,130500,Senior,Full-time,In-person,United States,M
Machine Learning and AI,130000,Senior,Full-time,Remote,United States,M
Machine Learning and AI,84000,Senior,Full-time,Remote,United States,M
Data Quality and Operations,100000,Mid-level,Full-time,Remote,United States,M
Data Engineering,141300,Senior,Full-time,In-person,United States,M
Data Engineering,102100,Senior,Full-time,In-person,United States,M
Data Analysis,150000,Mid-level,Full-time,Remote,United States,L
Data Architecture and Modeling,195400,Senior,Full-time,Remote,United States,L
Data Architecture and Modeling,131300,Senior,Full-time,Remote,United States,L
Machine Learning and AI,60000,Mid-level,Contract,Remote,United States,S
Data Engineering,105000,Senior,Full-time,Remote,United States,M
Data Science and Research,180000,Senior,Full-time,Remote,United States,L
Data Science and Research,165000,Senior,Full-time,Remote,United States,L
Machine Learning and AI,108000,Senior,Full-time,In-person,United States,L
Data Science and Research,179400,Senior,Full-time,In-person,United States,M
Machine Learning and AI,129300,Senior,Full-time,In-person,United States,M
Data Science and Research,222640,Executive,Full-time,In-person,United States,M
Data Science and Research,182160,Executive,Full-time,In-person,United States,M
Leadership and Management,122500,Senior,Full-time,Remote,United States,M
Data Engineering,297500,Executive,Full-time,Remote,United States,M
Data Engineering,260000,Executive,Full-time,Remote,United States,M
Data Science and Research,93000,Entry-level,Full-time,In-person,United States,M
Data Science and Research,73000,Entry-level,Full-time,In-person,United States,M
Data Science and Research,136994,Senior,Full-time,Remote,United States,M
Data Science and Research,101570,Senior,Full-time,Remote,United States,M
Data Analysis,136000,Mid-level,Full-time,Remote,United States,M
Data Analysis,112000,Mid-level,Full-time,Remote,United States,M
Data Engineering,164000,Senior,Full-time,In-person,United States,M
Data Analysis,97500,Mid-level,Full-time,Remote,United States,L
Data Science and Research,142800,Senior,Full-time,Remote,United States,M
Data Science and Research,130240,Senior,Full-time,In-person,United States,M
Leadership and Management,165000,Senior,Full-time,Remote,United States,M
Leadership and Management,140250,Senior,Full-time,Remote,United States,M
Data Science and Research,179400,Senior,Full-time,Remote,United States,M
Data Science and Research,191475,Senior,Full-time,In-person,United States,M
Data Science and Research,141525,Senior,Full-time,In-person,United States,M
Data Analysis,115000,Senior,Full-time,In-person,United States,L
Data Quality and Operations,81000,Senior,Full-time,Remote,United States,M
Data Quality and Operations,66000,Senior,Full-time,Remote,United States,M
Data Analysis,46000,Entry-level,Full-time,Remote,United States,L
Data Engineering,80000,Entry-level,Full-time,Remote,United States,L
Machine Learning and AI,200000,Executive,Full-time,Remote,United States,S
Machine Learning and AI,180000,Executive,Full-time,Remote,United States,S
Data Science and Research,204100,Senior,Full-time,In-person,United States,M
Data Science and Research,136100,Senior,Full-time,In-person,United States,M
Leadership and Management,250000,Senior,Full-time,In-person,United States,M
Leadership and Management,63000,Senior,Full-time,In-person,United States,M
Data Management and Strategy,95000,Senior,Full-time,Remote,United States,M
Data Management and Strategy,70000,Senior,Full-time,Remote,United States,M
Machine Learning and AI,75000,Mid-level,Full-time,Remote,United States,M
Data Analysis,113000,Mid-level,Full-time,In-person,United States,L
Leadership and Management,113000,Mid-level,Full-time,Remote,United States,L
Data Analysis,140000,Mid-level,Full-time,Remote,United States,M
Data Science and Research,160000,Senior,Full-time,In-person,United States,L
Data Science and Research,119300,Senior,Full-time,In-person,United States,L
Data Science and Research,145000,Mid-level,Full-time,Hybrid,United States,L
Data Engineering,146200,Senior,Full-time,Remote,United States,M
Data Engineering,124270,Senior,Full-time,Remote,United States,M
Leadership and Management,245000,Senior,Full-time,In-person,United States,M
Leadership and Management,180000,Senior,Full-time,In-person,United States,M
Leadership and Management,203500,Senior,Full-time,In-person,United States,M
Leadership and Management,152000,Senior,Full-time,In-person,United States,M
Data Engineering,63000,Senior,Full-time,In-person,United States,M
Machine Learning and AI,148800,Senior,Full-time,Remote,United States,M
Data Science and Research,82000,Entry-level,Full-time,In-person,United States,L
Machine Learning and AI,173000,Mid-level,Full-time,Hybrid,United States,M
Data Science and Research,158000,Mid-level,Full-time,Remote,United States,M
Data Science and Research,134000,Mid-level,Full-time,Remote,United States,M
Leadership and Management,150000,Executive,Full-time,Remote,United States,M
Data Analysis,216200,Senior,Full-time,In-person,United States,M
Data Analysis,144100,Senior,Full-time,In-person,United States,M
Machine Learning and AI,135000,Senior,Full-time,Remote,United States,M
Machine Learning and AI,85000,Senior,Full-time,Remote,United States,M
Data Science and Research,175100,Senior,Full-time,Remote,United States,M
Machine Learning and AI,189650,Senior,Full-time,In-person,United States,M
Machine Learning and AI,164996,Senior,Full-time,In-person,United States,M
Machine Learning and AI,150000,Senior,Full-time,Remote,United States,L
Leadership and Management,135000,Senior,Full-time,Remote,United States,M
Data Analysis,117000,Senior,Full-time,Remote,United States,M
Data Analysis,99450,Senior,Full-time,Remote,United States,M
Data Engineering,188100,Senior,Full-time,In-person,United States,M
Data Engineering,139860,Senior,Full-time,In-person,United States,M
Machine Learning and AI,248700,Senior,Full-time,In-person,United States,M
Machine Learning and AI,167100,Senior,Full-time,In-person,United States,M
Data Architecture and Modeling,141300,Senior,Full-time,In-person,United States,M
Data Architecture and Modeling,102100,Senior,Full-time,In-person,United States,M
Data Architecture and Modeling,250000,Senior,Full-time,In-person,United States,M
Data Architecture and Modeling,63000,Senior,Full-time,In-person,United States,M
Data Science and Research,189500,Senior,Full-time,Remote,United States,L
Data Science and Research,140100,Senior,Full-time,Remote,United States,L
Data Engineering,177600,Senior,Full-time,Remote,United States,L
Data Engineering,131300,Senior,Full-time,Remote,United States,L
Data Engineering,24000,Mid-level,Full-time,In-person,United States,M
Machine Learning and AI,202900,Senior,Full-time,Remote,United States,L
Machine Learning and AI,115000,Entry-level,Full-time,Hybrid,United States,L
Machine Learning and AI,193900,Mid-level,Full-time,In-person,United States,M
Machine Learning and AI,129300,Mid-level,Full-time,In-person,United States,M
Data Science and Research,140000,Senior,Full-time,Remote,United States,L
Data Analysis,216200,Mid-level,Full-time,In-person,United States,M
Data Analysis,144100,Mid-level,Full-time,In-person,United States,M
Machine Learning and AI,216000,Senior,Full-time,In-person,United States,M
Data Analysis,150000,Entry-level,Full-time,Remote,United States,L
Data Architecture and Modeling,250000,Senior,Full-time,Hybrid,United States,L
Leadership and Management,48000,Senior,Full-time,Remote,United States,S
Data Science and Research,260500,Executive,Full-time,In-person,United States,M
Data Science and Research,175100,Executive,Full-time,In-person,United States,M
Data Analysis,55000,Entry-level,Full-time,Remote,United States,S
Data Analysis,130000,Mid-level,Full-time,Remote,United States,M
Data Engineering,206699,Senior,Full-time,In-person,United States,M
Data Engineering,99100,Senior,Full-time,In-person,United States,M
Leadership and Management,200000,Mid-level,Full-time,In-person,United States,M
Leadership and Management,54000,Mid-level,Full-time,In-person,United States,M
Leadership and Management,130000,Entry-level,Full-time,Hybrid,United States,L
Data Engineering,100000,Senior,Full-time,In-person,United States,L
Data Engineering,80000,Senior,Full-time,In-person,United States,L
Data Science and Research,100000,Senior,Full-time,In-person,United States,L
Data Management and Strategy,221300,Senior,Full-time,Remote,United States,L
Data Management and Strategy,148700,Senior,Full-time,Remote,United States,L
Data Science and Research,249260,Senior,Full-time,In-person,United States,M
Data Science and Research,185400,Senior,Full-time,In-person,United States,M
Data Analysis,128875,Senior,Full-time,Remote,United States,M
Data Analysis,93700,Senior,Full-time,Remote,United States,M
Machine Learning and AI,100000,Senior,Full-time,Remote,United States,M
Data Analysis,136260,Senior,Full-time,Remote,United States,M
Data Analysis,109280,Senior,Full-time,Remote,United States,M
Data Science and Research,92000,Senior,Full-time,Remote,United States,L
Data Engineering,129000,Entry-level,Full-time,Remote,United States,L
Data Engineering,86000,Entry-level,Full-time,Remote,United States,L
Data Analysis,100000,Senior,Full-time,Remote,United States,L
Machine Learning and AI,180000,Entry-level,Full-time,Remote,United States,L
Data Science and Research,153000,Mid-level,Full-time,Remote,United States,L
Data Analysis,150075,Senior,Full-time,Remote,United States,M
Data Analysis,110925,Senior,Full-time,Remote,United States,M
Machine Learning and AI,83000,Entry-level,Full-time,In-person,United States,L
Data Analysis,112900,Senior,Full-time,In-person,United States,M
Data Analysis,90320,Senior,Full-time,In-person,United States,M
Machine Learning and AI,200000,Mid-level,Full-time,Remote,United States,L
Data Analysis,112900,Senior,Full-time,Remote,United States,M
Data Analysis,90320,Senior,Full-time,Remote,United States,M
Leadership and Management,105400,Senior,Full-time,Remote,United States,M
Data Science and Research,215300,Senior,Full-time,Remote,United States,L
Data Science and Research,158200,Senior,Full-time,Remote,United States,L
Data Engineering,209100,Senior,Full-time,Remote,United States,L
Data Engineering,154600,Senior,Full-time,Remote,United States,L
Data Analysis,115934,Senior,Full-time,In-person,United States,M
Data Analysis,81666,Senior,Full-time,In-person,United States,M
Data Engineering,155000,Senior,Full-time,Remote,United States,M
Data Analysis,164000,Senior,Full-time,In-person,United States,M
Data Science and Research,123000,Senior,Full-time,Remote,United States,M
Data Engineering,165400,Senior,Full-time,Remote,United States,M
Data Engineering,132320,Senior,Full-time,Remote,United States,M
Data Architecture and Modeling,208775,Senior,Full-time,Remote,United States,M
Data Architecture and Modeling,147800,Senior,Full-time,Remote,United States,M
Data Engineering,183600,Senior,Full-time,Remote,United States,L
Data Engineering,100800,Senior,Full-time,Remote,United States,L
Data Science and Research,215300,Senior,Full-time,In-person,United States,L
Data Science and Research,140400,Senior,Full-time,In-person,United States,L
Data Science and Research,260000,Senior,Full-time,Remote,United States,M
Data Engineering,82900,Mid-level,Full-time,In-person,United States,M
Data Engineering,63900,Mid-level,Full-time,In-person,United States,M
Machine Learning and AI,160000,Mid-level,Full-time,Remote,United States,L
Machine Learning and AI,112300,Mid-level,Full-time,Remote,United States,L
